0,1
0,2
0,3
0,4
0,5
0,6
0,7
0,8
0,9
0,10
0,11
0,12
0,13
0,14
0,15
0,16
0,17
0,18
0,19
0,20
0,21
0,22
0,23
0,24
0,25
0,26
0,27
0,28
0,29
0,30
0,31
0,32
0,33
0,34
0,35
0,36
0,37
0,38
0,39
0,40
0,41
0,42
0,43
0,44
0,45
0,46
0,47
0,48
0,49
0,50
0,51
0,52
0,53
0,54
0,55
0,56
0,57
0,58
0,59
0,60
0,61
0,62
0,63
0,64
0,65
0,66
0,67
0,68
0,69
0,70
0,71
0,72
0,73
0,74
0,75
0,76
0,77
0,78
0,79
0,80
0,81
0,82
0,83
0,84
0,85
0,86
0,87
0,88
0,89
0,90
0,91
0,92
0,93
0,94
0,95
0,96
0,97
0,98
0,99
0,100
0,101
0,102
0,103
0,104
0,105
0,106
0,107
0,108
0,109
0,110
0,111
0,112
0,113
0,114
0,115
0,116
0,117
0,118
0,119
0,120
0,121
0,122
0,123
0,124
0,125
0,126
0,127
0,128
0,129
0,130
0,131
0,132
0,133
0,134
0,135
0,136
0,137
0,138
0,139
0,140
0,141
0,142
0,143
0,144
0,145
0,146
0,147
0,148
0,149
0,150
0,151
0,152
0,153
0,154
0,155
0,156
0,157
0,158
0,159
0,160
0,161
0,162
0,163
0,164
0,165
0,166
0,167
0,168
0,169
0,170
0,171
0,172
0,173
0,174
0,175
0,176
0,177
0,178
0,179
0,180
0,181
0,182
0,183
0,184
0,185
0,186
0,187
0,188
0,189
0,190
0,191
0,192
0,193
0,194
0,195
0,196
0,197
0,198
0,199
0,200
0,201
0,202
0,203
0,204
0,205
0,206
0,207
0,208
0,209
0,210
0,211
0,212
0,213
0,214
0,215
0,216
0,217
0,218
0,219
0,220
0,221
0,222
0,223
0,224
0,225
0,226
0,227
0,228
0,229
0,230
0,231
0,232
0,233
0,234
0,235
0,236
0,237
0,238
0,239
0,240
0,241
0,242
0,243
0,244
0,245
0,246
0,247
0,248
0,249
0,250
0,251
0,252
0,253
0,254
0,255
0,256
0,257
0,258
0,259
0,260
0,261
0,262
0,263
0,264
0,265
0,266
0,267
0,268
0,269
0,270
0,271
0,272
0,273
0,274
0,275
0,276
0,277
0,278
0,279
0,280
0,281
0,282
0,283
0,284
0,285
0,286
0,287
0,288
0,289
0,290
0,291
0,292
0,293
0,294
0,295
0,296
0,297
0,298
0,299
0,300
0,301
0,302
0,303
0,304
0,305
0,306
0,307
0,308
0,309
0,310
0,311
0,312
0,313
0,314
0,315
0,316
0,317
0,318
0,319
0,320
0,321
0,322
0,323
0,324
0,325
0,326
0,327
0,328
0,329
0,330
0,331
0,332
0,333
0,334
0,335
0,336
0,337
0,338
0,339
0,340
0,341
0,342
0,343
0,344
0,345
0,346
0,347
0,348
0,349
0,350
0,351
0,352
0,353
0,354
0,355
0,356
0,357
0,358
0,359
0,360
0,361
0,362
0,363
0,364
0,365
0,366
0,367
0,0
0,13575
0,13576
0,40513
0,40514
0,40515
0,40516
0,40517
0,40518
0,40519
0,13608
0,13609
0,13610
0,13411
0,13402
0,13412
0,13413
0,13414
0,13415
0,13416
0,13417
0,13418
0,13419
0,13421
0,40520
0,40521
0,40522
0,40523
0,40524
0,40525
0,40526
0,40527
0,14464
0,14465
0,14466
0,14467
0,14468
0,14469
0,14470
0,14471
0,40528
0,40529
0,40530
0,40531
0,40532
0,40533
0,40534
0,40535
0,40536
0,12960
0,12961
0,12962
0,12963
0,12964
0,12965
0,12966
0,12967
0,12968
0,12969
0,12970
0,9044
0,8341
0,9045
0,9046
0,12971
0,12972
0,12973
0,12974
0,12975
0,12976
0,12977
0,12978
0,12979
0,12980
0,12981
0,12982
0,12983
0,12984
0,12985
0,31027
0,31028
0,31029
0,31030
0,31031
0,31032
0,10256
0,10257
0,10258
0,10259
0,10260
0,40537
0,10261
0,31033
0,9985
0,9986
0,9987
0,9988
0,9989
0,9990
0,40538
0,9991
0,6174
0,6175
0,6176
0,6178
0,40539
0,6179
0,6180
0,40540
0,6181
0,6182
0,6183
0,40541
0,6184
0,6185
0,40542
0,6187
0,6188
0,6189
0,6190
0,40543
0,6192
0,6193
0,6194
0,40544
0,6195
0,40545
0,40546
0,6197
0,6198
0,6200
0,40547
0,10004
0,6203
0,40548
0,6204
0,6206
0,6207
0,6208
0,6209
0,6210
0,6212
0,6213
0,40549
0,6216
0,10009
0,40550
0,10010
0,6220
0,40551
0,40552
0,40553
0,40554
0,40555
0,40556
0,40557
0,40558
0,40559
0,40560
0,40561
0,40562
0,40563
0,40564
0,40565
0,40566
0,40567
0,40568
0,40569
0,40570
0,40571
0,40572
0,40573
0,40574
0,40575
0,40576
0,40577
0,40578
0,6242
0,6243
0,6244
0,40579
0,40580
0,40581
0,40582
0,40583
0,40584
0,40585
0,40586
0,40587
0,40588
0,6685
0,40589
0,40590
0,40591
0,40592
0,40593
0,40594
0,40595
0,40596
0,40597
0,40598
0,40599
0,40600
0,40601
0,40602
0,40603
0,40604
0,40605
19,19
19,20
19,21
19,22
19,23
19,24
19,25
19,26
19,27
19,28
19,29
19,30
19,31
19,32
19,33
19,34
19,35
19,36
19,37
19,38
19,39
19,40
19,41
19,42
19,43
19,44
19,45
19,46
19,47
19,48
19,49
19,50
19,51
19,52
19,53
19,54
19,55
19,56
19,12800
19,12801
19,12802
19,12803
19,12804
19,12805
19,12806
19,12807
19,12808
19,67
19,530
19,12809
19,12810
19,3716
19,3717
19,3718
19,3719
19,3720
19,3721
19,3722
19,3723
19,3724
19,3725
19,3726
19,3727
19,3728
19,3729
19,3730
19,3731
19,3732
19,3733
19,3734
19,3735
19,2621
19,2622
19,2623
19,2624
19,2625
19,2626
19,2627
19,2628
19,1688
19,1689
19,2629
19,1438
19,2630
19,2631
19,2632
19,2633
19,2634
19,2635
19,2636
19,2637
19,2638
19,2639
19,2640
19,8241
19,8240
19,3626
19,14076
19,14077
19,14079
19,14080
19,14081
19,10478
19,7880
19,14082
19,12548
19,14083
19,12828
19,14084
19,14085
19,14086
19,29945
19,29946
19,5743
19,5744
19,5745
19,5746
19,5747
19,5748
19,5749
19,5750
19,5751
19,5752
19,5753
19,5754
19,5755
19,5756
19,5757
19,5758
19,5759
19,5760
19,5761
19,5762
19,5763
19,5764
19,5765
19,5766
19,5767
19,5768
19,5769
19,5770
19,5771
19,5772
19,5773
19,5774
19,5775
19,5776
19,5777
19,5778
19,5779
19,5780
19,5781
19,5782
19,5783
19,5784
19,5785
19,5786
19,5787
19,5788
19,5789
19,5790
19,5791
19,5792
19,5793
19,5794
19,5795
19,5894
19,6092
19,6093
19,6094
19,6095
19,6096
19,6097
19,6098
19,6099
19,6100
19,6101
19,29816
19,29817
19,29818
19,29819
19,29820
19,29821
19,29822
19,14631
19,29823
19,14629
19,14628
19,29824
19,29825
19,29826
19,29827
19,29828
19,29829
19,6115
19,6116
19,6117
19,6118
19,6119
19,6120
19,6121
19,7973
19,7974
19,7975
19,7976
19,30328
19,30329
19,29920
